ISSN,EISSN,中科院分区
1390-7263,1390-9274,4
1406-2933,1736-7484,2
1736-4728,1736-7557,4
0097-8663,,4
1559-2723,1559-2731,3
0272-7714,1096-0015,3
0718-1043,,4
0718-5022,0718-5014,4
0185-0164,2448-654X,4
0185-2574,2448-5179,4
0120-1867,2145-6151,4
0718-5286,,4
0328-0284,2469-0961,4
0185-2620,2448-5004,4
1870-9060,2448-6922,4
0212-7636,2171-6692,4
0123-4412,,4
2313-9676,,4
2174-047X,2254-1756,3
2308-0132,,4
0328-929X,2422-6483,4
0186-7210,2448-6515,4
0071-1713,0717-6171,4
0187-6961,2395-9134,4
0014-1496,1988-8546,4
0367-0449,1988-3250,4
0123-5923,,4
1688-5317,,4
1699-311X,,4
0210-4911,1989-614X,3
1578-7001,2386-6292,4
0327-4934,2250-6950,4
1515-6206,1853-4392,4
0328-185X,1852-1568,4
1889-2566,1989-578X,4
1518-0158,2316-4018,3
0103-801X,2176-1078,4
0103-2186,2178-1494,4
0101-4064,1980-864X,4
2318-0501,,4
0101-3130,2237-6461,4
1676-2592,,4
1370-0049,1783-1431,4
1386-2820,1572-8447,2
1050-8422,1532-7019,3
1338-5615,2453-7829,2
1654-4951,1654-6369,3
0892-6794,1747-7093,2
1744-9642,1744-9650,4
1388-1957,1572-8439,2
1749-6535,1749-6543,4
1085-6633,1535-5306,4
2155-0085,2155-0093,4
0014-1704,1539-297X,1
0935-7335,1437-1618,4
1021-6790,,4
1029-1857,2413-7170,4
0141-9870,1466-4356,2
1468-7968,1741-2706,2
1049-510X,1945-0826,3
1355-7858,1465-3419,3
1944-2904,1944-2890,1
2238-4782,,4
2159-8126,,4
1745-7823,1745-7831,3
1466-1381,1741-2714,4
0014-1801,1527-5477,3
0348-9698,,4
1481-5974,1708-0401,4
1741-1912,1741-1920,3
0014-1836,2156-7417,2
1744-9057,1744-9065,3
1826-8803,,4
0014-1844,1469-588X,3
0394-9370,1828-7131,4
0179-1613,1439-0310,4
0091-2131,1548-1352,4
1695-324X,,4
2250-5660,2250-5415,4
1825-5167,,4
1890-3991,1890-4009,4
1412-8969,2461-0771,4
0353-1589,2334-8801,4
0351-1944,1848-9540,4
1042-1629,1556-6501,3
2590-1168,,1
1225-6463,2233-7326,4
0014-195X,,4
1634-0450,,4
0014-2085,1492-1405,4
0014-2115,,4
0014-2123,1703-7891,4
0701-1008,,4
0014-214X,,4
0014-2166,2101-0056,4
2156-7808,,4
1803-7399,2336-4416,4
0014-2239,,4
1040-9483,2161-4318,3
0014-2328,,3
0870-0133,2736-3082,3
0014-2336,1573-5060,3
1021-3058,1991-7864,4
1309-4297,2147-4281,2
1562-3920,,4
1309-422X,2147-429X,3
1538-7216,1938-2863,3
2959-0663,2959-0671,4
2149-5807,2149-6048,4
2306-6172,2308-9822,4
2587-196X,,4
1308-8742,,4
2148-3620,2148-5402,4
2077-9879,,4
2072-0823,2414-0120,4
1064-2293,1556-195X,4
1687-6180,,4
1687-4722,,4
1687-5176,1687-5281,4
2510-523X,,4
1687-1472,1687-1499,4
0250-7161,0717-6236,4
2218-0559,2220-9026,4
2192-4406,2192-4414,4
2193-9438,2193-9446,4
2192-4376,2192-4384,3
2365-6433,2365-7448,4
2564-615X,,4
1478-0917,1746-692X,4
1774-024X,1969-6213,1
1450-2194,1758-888X,3
1099-5129,1532-2092,1
0966-8136,1465-3427,3
0014-2751,,4
0963-8180,1468-4497,4
2190-9733,2190-9741,4
1022-6877,1421-9891,3
1764-1489,,4
1879-7296,1879-730X,4
0937-4477,1434-4726,3
1818-6300,1996-9805,3
0940-1334,1433-8491,2
0175-7571,1432-1017,4
2673-1991,,4
1566-7529,1741-6205,3
0955-534X,1758-7107,3
1758-3756,,3
1473-2262,,2
1018-8827,1435-165X,2
2001-8525,,4
1754-3797,1754-3800,3
1613-2548,1613-2556,4
1572-4999,1875-6530,4
1574-0196,1744-5515,2
1803-8417,,4
1952-4005,,4
1350-293X,1752-1807,4
1072-4133,1099-0968,2
0014-2921,1873-572X,2
1056-4934,1944-7086,4
1474-9041,,2
2548-0839,,4
1354-7798,1468-036X,4
1438-2377,1438-2385,3
1878-7649,1878-7657,3
2634-3916,,3
1520-765X,1554-2815,4
2048-8726,2048-8734,2
2047-2404,2047-2412,1
2055-6837,2055-6845,2
2514-2119,,4
2058-5225,2058-1742,2
0195-668X,1522-9645,1
0265-6914,1461-7110,2
1822-8402,2335-8831,4
1879-4912,1879-4920,2
2000-7426,,4
1613-8171,2380-5919,3
1613-9372,1613-9380,2
1161-0301,1873-7331,1
1991-9336,,4
0265-0215,1365-2346,2
1845-8475,1849-0514,4
1136-4890,2340-311X,4
2192-9521,2192-953X,3
0956-7925,1469-4425,4
1439-6319,1439-6327,3
1461-9571,1741-2722,2
2587-0831,,4
0961-5423,1365-2354,4
0959-8278,1473-5709,4
0959-8049,1879-0852,1
1010-7940,1873-734X,2
1474-5151,1873-1953,3
0171-9335,1618-1298,2
0014-2972,1365-2362,3
0934-9723,1435-4373,3
0954-3007,1476-5640,3
0031-6970,1432-1041,4
0195-6698,1095-9971,2
0267-3231,1460-3705,2
1824-2979,,4
2213-4506,2213-4514,4
1779-7179,1958-5829,4
2304-9650,2305-6746,4
1362-5187,1473-0782,4
0947-3580,1435-5671,4
0928-9569,1571-8174,4
1477-3708,1741-2609,3
2663-5771,,4
1367-5494,1460-3551,2
1396-5883,1600-0579,4
1167-1122,1952-4013,4
0957-8811,1743-9728,3
1740-5629,1740-5610,3
0378-7966,2107-0180,4
2052-7764,2052-7772,4
1888-8992,1989-2209,4
0141-8211,1465-3435,2
0969-9546,1473-5695,3
0804-4643,1479-683X,2
0304-3797,1469-5898,4
1382-5577,1744-4233,3
1802-8829,,4
1964-8189,2116-7214,4
1805-0174,2336-1964,4
0393-2990,1573-7284,2
1351-847X,1466-4364,4
1612-4669,1612-4677,2
2195-4194,2195-2248,2
0954-691X,1473-5687,4
1381-4788,1751-1402,3
2687-2625,,4
0392-2936,2709-0086,4
0902-4441,1600-0609,4
1618-7598,1618-7601,3
0929-0273,1571-8093,4
2512-8442,2512-8450,4
1388-9842,1879-0844,1
2156-8235,2156-8243,2
1121-760X,2038-8306,4
1611-4426,1611-4434,4
2047-9956,2047-9964,4
1018-4813,1476-5438,2
2386-4095,,4
2510-3636,,4
0014-2980,1521-4141,3
1751-5254,1751-5262,4
0959-6801,1461-7129,3
1721-727X,2058-7392,4
0960-085X,1476-9344,2
1460-1060,1758-7115,3
1434-1948,1099-0682,4
1876-3820,1876-3839,4
0953-6205,1879-0828,2
0938-5428,1464-3596,2
1751-6757,1751-6765,4
1354-0661,1460-3713,1
2057-5637,2057-5645,1
2254-9625,,3
1025-9996,1872-471X,3
2631-4134,2516-5399,4
0929-1261,1572-9990,4
1973-2937,,4
1438-7697,1438-9312,4
2444-8451,2444-8494,3
0309-0566,1758-7123,3
1469-0667,1751-6838,4
2199-675X,2199-6768,4
0997-7538,1873-7285,2
0997-7546,1873-7390,3
1339-4940,,3
1769-7212,1878-0849,4
0949-2321,2047-783X,3
2772-4174,,3
0223-5234,1768-3254,2
1788-4934,1788-7119,4
2062-8633,,3
2585-2906,,4
1388-364X,1571-8166,2
0935-1221,1617-4011,3
1351-5101,1468-1331,2
0953-816X,1460-9568,4
1619-7070,1619-7089,1
1436-6207,1436-6215,2
2590-1613,,4
0301-2115,1872-7654,3
1462-3889,1532-2122,3
0377-2217,1872-6860,2
1120-6721,1724-6016,4
0909-8836,1600-0722,4
1434-193X,1099-0690,4
0141-5387,1460-2210,2
1633-8065,1432-1068,4
1591-996X,2035-648X,2
1090-3798,1532-2130,3
1090-3801,1532-2149,2
2194-7619,2194-7627,4
0939-7248,1439-359X,4
0340-6199,1432-1076,3
0890-2070,1099-0984,1
0928-0987,1879-0720,3
0939-6411,1873-3441,3
0014-2999,1879-0712,3
0966-8373,1468-0378,2
0967-0262,1469-4433,3
1973-9087,1973-9095,3
0143-0807,1361-6404,4
2167-9169,2167-9177,4
0929-1873,1573-8469,4
0930-343X,1435-0130,4
0176-2680,1873-5703,2
0304-4130,1475-6765,1
1474-8851,1741-2730,2
2515-1088,2515-1096,2
0168-6577,1572-9885,2
2036-4091,,4
2047-4873,2047-4881,1
2066-2203,,4
0965-7452,2396-8893,4
0932-4739,1618-0429,3
0213-6163,,4
1015-5759,2151-2426,3
1889-1861,1989-4007,1
0256-2928,1878-5174,3
2673-8627,,4
1364-2537,1469-5901,4
2000-8198,2000-8066,2
1101-1262,1464-360X,3
1307-5543,,4
2352-0477,,4
0720-048X,1872-7727,2
2279-7254,,3
2147-9720,2148-4279,4
1867-299X,2190-8249,4
2191-9399,2191-9402,4
1841-0464,1842-8517,4
0046-2772,1099-0992,2
1388-2627,2399-2948,4
1368-4310,1461-7137,2
1369-1457,1468-2664,3
1164-5563,1778-3615,2
1351-0754,1365-2389,2
0885-6257,1469-591X,3
1746-1391,1536-7290,3
2239-5938,2239-6101,4
2118-9773,,3
0261-9768,1469-5928,2
0967-2567,1469-5936,4
2564-7784,2564-7040,4
2182-4924,2182-4916,4
1994-7658,1314-0817,4
2046-9012,2046-9020,4
2298-0997,,4
2037-7452,2037-7460,4
1567-7133,1567-7141,4
2468-7499,,4
1863-9933,1863-9941,3
1078-5884,1532-2165,1
1612-4642,1439-0574,3
1350-5068,1461-7420,3
0018-3768,1436-736X,3
1359-432X,1464-0643,2
0928-1371,1572-9869,3
0014-3006,1752-2323,4
2031-9525,2399-5556,4
1351-5993,1468-0386,3
0307-5400,,4
1084-8770,1470-1316,4
0263-2373,1873-5681,2
1740-4754,1740-4762,3
2956-7602,,4
0014-3022,1421-9913,4
0924-977X,1873-7862,2
2630-6158,2651-2823,4
1356-336X,1741-2749,1
1434-6001,1434-601X,3
1434-6028,1434-6036,4
1434-6044,1434-6052,2
1434-6060,1434-6079,4
1292-8941,1292-895X,4
2102-6459,2102-6467,4
2190-5444,,3
1286-0042,1286-0050,4
1951-6355,1951-6401,3
0965-4313,1469-5944,3
2380-6567,,2
1755-7739,1755-7747,1
1680-4333,1682-0983,4
0014-3057,1873-1945,2
1612-9199,,4
0924-9338,1778-3585,2
1016-9040,1878-531X,3
1354-3725,1875-8207,4
2509-9280,,2
0938-7994,1432-1084,2
2444-8834,2444-8842,2
0903-1936,1399-3003,1
0905-9180,1600-0617,1
1813-7253,1861-6909,3
0165-1587,1464-3618,2
1162-9088,,4
1361-4916,1474-0044,2
1350-7486,1469-8293,2
2196-6923,2196-7415,4
0928-9801,1875-8371,4
1046-3283,1479-277X,1
1062-7987,1474-0575,4
1050-9585,1740-4657,3
0966-2839,1746-1545,1
1461-6696,1469-8307,2
0266-7215,1468-2672,1
1231-1952,1896-1525,4
0940-6719,1432-0932,3
1618-4742,1746-031X,2
2396-9873,2396-9881,3
1682-8631,1682-4016,4
0014-312X,1421-9921,4
2235-0640,2235-0802,3
1867-0717,1866-8887,2
1825-3997,,4
1465-1165,1741-2757,1
0969-7764,1461-7145,2
2405-4569,,2
2588-9311,,1
2666-1691,2666-1683,2
0302-2838,1873-7560,1
2475-0263,,3
1841-0413,,3
2344-2255,2247-7721,4
1025-496X,1560-7917,2
0210-1564,,4
0163-2787,1552-3918,4
0149-7189,1873-7870,4
0193-841X,1552-3926,4
1356-3890,1461-7153,3
1525-9951,1943-4308,4
0531-495X,,4
1744-2648,1744-2656,3
1715-720X,,4
2049-3983,2049-3991,4
2041-9139,,2
1520-541X,1525-142X,3
1090-5138,1879-0607,1
2163-2480,,4
2056-3744,,1
2050-6201,,3
0014-3855,1769-6674,4
0014-3820,1558-5646,2
1349-4961,2188-2096,4
1060-1538,1520-6505,1
1752-4571,,2
2330-2925,2330-2933,4
1176-9343,,4
0071-3260,1934-2845,3
1063-6560,1530-9304,3
0269-7653,1573-8477,3
2513-843X,,2
1864-5909,1864-5917,4
2198-9885,,4
1474-7049,,4
1868-6478,1868-6486,4
2234-3180,2234-2591,4
0014-4029,2163-5560,3
0936-2835,1532-7035,4
0166-2740,1572-543X,3
1611-2156,,3
1699-3225,2173-6839,4
1041-2573,1753-3074,2
0998-3953,1961-9138,4
0091-6331,1538-3008,2
1077-5552,,4
1084-4945,2211-730X,4
0361-073X,1096-4657,4
0014-4797,1469-4441,4
0168-8162,1572-9702,2
0947-7349,1439-3646,4
1064-1297,1936-2293,3
1304-0855,2146-8427,4
2661-8869,2661-8877,1
1226-3613,2092-6413,1
0014-4800,1096-0945,4
1792-0981,1792-1015,4
1341-1357,1881-7122,3
0922-6435,1572-9508,4
1535-3702,1535-3699,4
0014-4819,1432-1106,4
0014-4827,1090-2422,3
0906-6705,1600-0625,3
1386-4157,1573-6938,3
0014-4835,1096-0007,3
0531-5565,1873-6815,3
0891-6152,1521-0480,3
2162-3619,,2
0301-472X,1873-2399,4
0190-2148,1521-0499,4
1058-6458,1944-950X,3
0014-4851,1741-2765,3
1226-2560,2093-8144,4
0014-4886,1090-2430,2
0014-4894,1090-2449,4
0958-0670,1469-445X,3
1618-3169,2190-5142,4
0732-8818,1747-1567,4
0894-1777,1879-2286,3
0723-4864,1432-1114,3
1471-2598,1744-7682,3
1742-5247,1744-7593,2
1746-0441,1746-045X,2
1742-5255,1744-7607,3
1474-0338,1744-764X,3
1472-8214,1744-7623,4
1354-3784,1744-7658,3
1465-6566,1744-7666,4
1354-3776,1744-7674,2
1472-8222,1744-7631,2
1478-7210,1744-8336,3
1473-7140,1744-8328,4
1477-9072,1744-8344,4
1744-666X,1744-8409,3
1751-2433,1751-2441,3
1744-6651,1744-8417,3
1747-4124,1747-4132,3
1747-4086,1747-4094,4
1743-4440,1745-2422,3
1473-7159,1744-8352,3
1473-7175,1744-8360,3
1746-9899,1746-9902,4
1473-7167,1744-8379,4
2380-8993,,4
1478-9450,1744-8387,3
1747-6348,1747-6356,3
1476-0584,1744-8395,2
1462-3994,,3
0957-4174,1873-6793,1
0266-4720,1468-0394,4
0014-4940,1939-926X,3
0812-3985,1834-7533,4
0014-4983,1090-2457,1
0098-2474,2352-6963,4
2277-470X,2319-247X,4
2667-2766,,4
1550-8307,1878-7541,4
0723-0869,1878-0792,3
0014-5246,1745-5308,4
2451-9766,2451-9685,4
1788-618X,,3
1540-0085,2475-2401,4
2214-790X,2214-7918,2
0014-5483,2047-7708,3
2352-4316,,3
1386-1999,1572-915X,3
1431-0651,1433-4909,3
1542-2321,1542-233X,4
1179-2744,,4
2326-0246,2326-0254,2
0950-222X,1476-5454,3
2224-9443,2311-0333,4
1543-3951,1755-6333,4
1033-1867,2164-4756,4
0014-6242,1613-0464,4
2371-1671,,3
1017-3285,2523-9201,4
2689-3614,2689-3622,3
1064-7406,1558-1926,2
0736-6825,1098-8793,4
0172-9179,1612-4820,3
0263-2772,1758-7131,4
0353-3670,2217-5997,4
0352-9665,2406-047X,4
0354-2025,2335-0164,1
2032-0418,,4
0739-7046,2153-3393,3
1389-9600,1573-7292,4
1044-3894,1945-1350,4
2046-7435,2046-7443,4
1091-7527,1939-0602,4
0160-6379,1550-5057,4
1463-1180,1751-3812,4
1077-727X,1552-3934,4
0894-4865,1741-6248,2
1531-2445,1744-1617,4
1066-4807,1552-3950,4
2305-6983,2009-8774,3
1734-3402,2449-8580,4
0742-3225,1938-3800,4
0263-2136,1460-2229,4
0014-7370,1545-5300,3
0197-6664,1741-3729,3
1359-6640,1364-5498,2
1885-8619,2173-9218,4
1130-6343,2171-8695,4
0014-8237,2065-0019,4
1721-6915,2240-256X,4
2211-6249,2211-6257,2
2573-9832,,4
0892-6638,1530-6860,2
2198-0802,,4
1756-9370,1756-9389,4
2050-0726,2050-0734,4
1362-704X,1751-7419,3
2160-4851,2160-486X,4
8756-758X,1460-2695,3
2164-1846,2164-1862,4
1555-256X,1555-2578,4
1742-464X,1742-4658,2
0014-5793,1873-3468,4
2211-5463,,4
0014-9187,2163-4505,4
0959-3535,1461-7161,2
1989-9998,,4
1726-4596,,4
1557-0851,1557-086X,4
1354-5701,1466-4372,2
2578-5206,2578-5192,4
0966-3622,1572-8455,3
2373-7492,,2
1468-0777,1471-5902,2
0141-7789,1466-4380,4
0046-3663,2153-3873,4
0966-7350,1745-5189,4
1464-7001,1741-2773,2
0723-5186,2365-9920,4
0168-6496,1574-6941,3
0378-1097,1574-6968,4
0168-6445,1574-6976,1
1567-1356,1567-1364,4
0015-0010,1798-5617,4
2311-5637,,3
0731-5171,1563-5228,4
0015-0193,1563-5112,4
0015-0282,1556-5653,1
2039-0491,,4
1551-3815,1551-3823,4
1015-3837,1421-9964,3
0177-7963,1432-5411,4
0146-8030,1096-4681,3
1229-9197,1875-0052,4
2079-6439,,3
0015-0517,,4
0015-0541,1573-8493,4
1230-3666,2300-7354,4
1721-3673,1724-045X,4
0378-4290,1872-6852,1
1525-822X,1552-3969,4
1743-0615,1743-0623,4
2319-7145,2455-2658,4
1192-1412,1911-4656,4
0163-5069,,4
2044-2823,2044-2831,2
0892-2160,1553-3905,3
1651-6826,2040-3801,4
0015-1386,1533-8630,3
1466-4615,,1
1124-0008,,4
2310-4287,,4
0354-5180,,4
0394-7297,,4
1519-5023,1984-8234,4
0015-1831,,4
0235-7186,,4
0861-6302,1314-8559,4
2072-0726,2658-4883,4
1230-6894,,4
0046-385X,2585-7061,4
0351-4706,,4
0353-4510,1581-1239,4
0015-1882,1873-7218,4
0015-1920,,4
0949-2984,1432-1122,3
1544-6123,1544-6131,2
0267-4424,1468-0408,3
0015-198X,1938-3312,3
2306-4994,2310-8770,4
0968-5650,1474-0052,4
2199-4730,,1
2719-3454,,4
0046-3892,1755-053X,3
1934-4554,2373-8529,4
0732-8516,1540-6288,3
0015-2218,1614-0974,4
0430-5027,2182-2905,4
0168-874X,1872-6925,3
1071-5797,1090-2465,2
2221-2434,,4
0308-0501,1099-1018,4
1933-9747,,3
0379-7112,1873-7226,3
0015-2684,1572-8099,4
2571-6255,,3
0142-7237,1740-2344,3
0143-5671,1475-5890,3
1050-4648,1095-9947,2
1467-2960,1467-2979,1
2667-0119,,4
0388-788X,1881-7335,4
0920-1742,1573-5168,3
0969-997X,1365-2400,3
1054-6006,1365-2419,3
0165-7836,1872-6763,2
0919-9268,1444-2906,4
0363-2415,1548-8446,3
0090-0656,1937-4518,4
0015-3001,,4
2410-3888,,3
0367-326X,1873-6971,3
1583-5022,2066-9208,4
2452-2627,,3
0882-5734,1099-1026,4
0015-363X,,4
2058-8585,,4
1936-6582,1936-6590,3
1300-932X,2602-2842,4
0367-2530,1618-0585,3
2687-6442,,4
2179-8087,,4
0015-4040,1938-5102,4
0955-5986,1873-6998,3
1386-6184,1573-1987,3
2633-4259,,3
0219-4775,1793-6780,4
1864-4538,1864-175X,4
0169-5983,1873-7005,4
0015-4628,1573-8507,4
0378-3812,1879-0224,3
2045-8118,,2
2311-5521,,4
0353-4642,1848-9680,4
0015-4725,2253-4083,4
1933-6934,1933-6942,4
1451-2092,2406-128X,4
0920-1297,1558-5263,2
1088-3576,1538-4829,4
1442-1100,2204-7662,4
0015-5497,1734-9168,4
0015-5500,,4
1211-9520,1874-9348,4
1336-6157,2454-1001,3
0239-8508,1897-5631,4
0867-1761,2083-5965,3
1800-8542,,4
0165-4004,1614-7308,3
0015-5632,1874-9356,4
0015-5659,1644-3284,4
1641-4640,1509-572X,4
1336-5266,1338-7014,4
0015-5683,1803-6465,4
1021-7762,1421-9972,4
0015-5713,1421-9980,4
0430-8778,1759-670X,4
0531-9684,,4
1406-0957,1406-0949,4
0015-587X,1469-8315,4
1300-7491,2791-6057,4
0015-6191,2471-156X,2
0046-435X,2530-5832,4
2042-6496,2042-650X,2
1654-6628,1654-661X,3
1939-3210,1939-3229,3
1944-0049,1944-0057,3
1936-9751,1936-976X,3
0954-0105,1465-3443,4
1935-5130,1935-5149,2
0960-3085,1744-3571,2
0278-6915,1873-6351,4
1064-590X,,4
2048-3694,,2
1867-0334,1867-0342,3
0740-9710,1542-3484,4
0379-5721,1564-8265,4
2405-6766,,2
1557-1858,1557-1866,4
2212-4292,2212-4306,2
0890-5436,1532-4249,4
2590-1575,,1
0308-8146,1873-7072,1
2666-5662,,2
0956-7135,1873-7129,1
1552-8014,1751-7443,4
1866-7910,1866-7929,2
2643-8429,,1
2667-0259,,2
0268-005X,1873-7137,1
0015-6426,,4
0740-0020,1095-9998,1
2214-2894,,1
0306-9192,1873-5657,1
2661-8974,,2
0950-3293,1873-6343,1
2399-1399,2399-1402,2
0963-9969,1873-7145,1
8755-9129,1525-6103,2
2048-7177,,2
1226-7708,2092-6456,4
2213-4530,,1
1082-0132,1532-1738,4
1344-6606,1881-3984,4
2636-0772,2636-0780,3
1876-4517,1876-4525,2
2213-3291,,2
1330-9862,1334-2606,4
2352-2496,,3
1535-3141,1556-7125,3
2308-4057,2310-9599,4
2304-8158,,2
1071-1007,1944-7876,2
1938-6400,1938-7636,4
1083-7515,1558-1934,3
1268-7731,1460-9584,3
1942-4280,1942-4299,3
2666-3597,,3
0015-704X,,3
2571-9394,,3
0015-7120,,3
0015-718X,1944-9720,2
1743-8586,1743-8594,3
0015-7325,0971-7625,4
2468-1709,,3
2666-2264,2666-2256,4
1875-1768,1875-175X,4
2666-2817,,3
1872-4973,1878-0326,2
0379-0738,1872-6283,3
1547-769X,1556-2891,4
2096-1790,2471-1411,4
1860-8965,1860-8973,4
1862-7072,1862-7080,4
1995-459X,2500-2597,4
1463-6689,1465-9832,4
2549-4724,2549-4333,3
0378-1127,1872-7042,2
2095-6355,2197-5620,1
1437-4781,1439-0329,4
1389-9341,1872-7050,1
0015-7473,,4
2158-0103,2158-0715,3
0015-749X,1938-3738,4
2171-5068,2171-9845,4
2602-4039,,4
0015-7546,1499-9315,4
0015-752X,1464-3626,2
1472-8028,2164-3075,4
1999-4907,,3
0120-338X,2256-5469,4
0934-5043,1433-299X,3
0925-9856,1572-8102,4
1898-9934,,2
2188-5729,,4
1682-606X,2213-5413,4
0015-7813,1404-9430,4
1698-7799,1698-7802,4
1886-337X,,4
0717-2710,0718-0772,4
0185-013X,2448-6523,4
1698-5583,2255-5285,4
0015-7899,1434-0860,4
0720-4299,1439-3522,4
0015-8208,1521-3978,2
0178-7667,1437-0751,4
0803-9410,1891-1765,3
0015-8518,1471-6860,3
0736-0932,1874-6381,4
1949-8519,2154-6711,4
0014-5858,2168-989X,4
0933-7741,1435-5337,2
0930-5874,,4
2050-5086,,1
2050-5094,,2
2194-6183,1540-8884,4
1598-7647,2451-909X,4
2193-0074,,2
2172-0150,,3
1802-5439,,3
1944-5660,1944-5679,4
1567-2190,1567-2328,2
1572-2740,1572-2759,2
1931-7883,1931-7891,3
1551-3114,1551-3122,4
1554-0669,1554-0677,1
1935-8237,1935-8245,1
1555-0753,1555-0761,4
2325-1107,2325-1131,2
1932-8346,1932-8354,4
2325-6818,2325-6826,1
1551-305X,1551-3068,4
1386-4238,1572-8463,3
1615-3375,1615-3383,1
0867-6356,2300-3405,4
2639-8001,,4
2080-7279,2300-5661,4
0015-9018,1572-9516,3
1233-1821,1572-8471,4
0429-2766,,4
1522-3868,1544-1733,4
2504-3110,,2
0218-348X,1793-6543,3
1311-0454,1314-2224,3
0429-288X,2284-4880,4
0306-7661,1559-7989,3
0015-9409,,4
1121-953X,2036-5659,4
2110-5324,,4
0235-4349,,4
1971-8993,,4
0891-5849,1873-4596,2
1071-5762,1029-2470,3
1539-3402,1543-7787,3
0957-1558,1740-2352,4
0098-9355,1534-1836,4
0016-1071,1527-5493,3
0269-1191,1477-4542,2
1476-3419,1476-3427,4
0016-111X,2329-7131,4
2643-8941,2643-895X,2
0262-2750,1748-9180,4
0259-0247,,4
0016-1128,1468-2931,3
2312-3222,,4
0016-1136,2191-6349,4
0046-5070,1365-2427,2
2076-4324,2076-4332,4
2161-9549,2161-9565,4
2223-7690,2223-7704,1
2027-4688,2539-4711,4
1663-4365,,3
2673-6217,,4
2673-3218,,3
2673-6101,,3
2673-6225,,3
2297-4687,,4
2624-8212,,4
2296-987X,,3
1662-5153,,4
2624-909X,,4
2296-4185,,3
2673-7647,,4
2768-6701,2768-6698,4
2624-7852,,4
2297-3362,,4
2297-055X,,3
2296-634X,,2
2235-2988,,2
1662-5102,,3
2673-2718,,4
2296-2646,,3
2624-9553,,3
2297-900X,,2
2673-530X,,4
1662-5188,,4
2624-9898,,4
2673-611X,,4
2673-4915,,4
2673-253X,,3
2296-6463,,4
2296-701X,,3
1540-9295,1540-9309,1
2504-284X,,4
2673-5857,,4
2717-3593,,4
1664-2392,,3
2296-598X,,4
2095-1701,2095-1698,3
2296-665X,,4
2624-893X,,3
2673-6128,,4
2673-5210,,4
1664-8021,,3
2673-3439,,2
2673-5059,,3
2813-0146,,4
2151-8629,,4
2673-2726,,4
1662-5161,,4
1664-3224,,2
2673-8600,,3
1662-5145,,4
2296-7745,,3
2296-8016,,4
2297-3079,,4
2673-3129,,4
2296-858X,,3
1664-302X,,2
2296-889X,,3
1662-5099,,3
2673-3013,,4
1662-5110,,3
1662-5129,,4
0091-3022,1095-6808,2
2673-6195,,4
1662-5196,,4
1664-2295,,3
1662-5218,,4
1662-453X,,3
2296-861X,,2
2234-943X,,3
2673-4842,,4
2673-561X,,4
2296-2360,,4
1663-9812,,3
2296-424X,,4
1664-042X,,3
1664-462X,,2
2673-3145,,3
1664-0640,,3
1664-1078,,3
2296-2565,,3
2673-6861,,4
2673-6187,,4
2673-3153,,4
2296-9144,,4
2673-8198,,4
2297-7775,,3
2673-8619,,4
2624-9367,,3
2296-875X,,4
2624-9634,,4
2571-581X,,3
1663-3563,,4
1662-5137,,3
2673-3080,,4
2297-1769,,2
2673-818X,,4
2673-4192,,3
2624-9375,,4
1742-9994,,2
2095-7505,2095-977X,3
2095-2635,2095-2643,1
1673-7326,1673-7431,4
2095-0179,2095-0187,3
2095-2228,2095-2236,2
2095-0195,2095-0209,4
1673-341X,1673-3533,4
2095-7513,2096-0255,1
2095-2201,2095-221X,2
1673-3401,1673-3525,4
2095-9184,2095-9230,3
1673-3428,1673-3541,4
1673-7318,1673-7423,4
2095-025X,2095-0268,4
2731-8648,2731-8656,4
2095-0233,2095-0241,2
2095-0217,2095-0225,2
2509-4882,2509-4890,3
2095-2759,2095-2767,3
1673-3436,1673-355X,4
2095-0462,2095-0470,2
2095-2430,2095-2449,3
0160-9009,1536-0334,4
2041-4137,2041-4145,4
2191-9186,2191-9194,4
0248-1294,1625-967X,4
1674-0750,2198-2600,1
1615-6846,1615-6854,4
0378-3820,1873-7188,2
0016-2361,1873-7153,2
2673-3994,,4
1657-6527,2145-8502,4
0016-2590,2185-4610,4
1536-383X,1536-4046,4
2633-8823,,2
1438-793X,1438-7948,2
0016-2663,1573-8485,4
2631-6331,,4
2694-1112,2694-1120,4
0269-8463,1365-2435,1
2160-3855,,4
1793-6047,1793-7213,4
1027-5495,2218-2993,4
1445-4408,1445-4416,4
0208-6573,,4
0929-998X,1569-9765,3
0169-2968,1875-8681,4
0016-2736,1730-6329,4
0767-3981,1472-8206,4
1863-9135,,4
2096-9457,2667-3258,2
1749-4613,1878-0253,2
1878-6146,1878-6162,2
1560-2745,1878-9129,1
1754-5048,1878-0083,3
1087-1845,1096-0937,3
0532-8721,,4
0920-3796,1873-7196,3
1536-1055,1943-7641,4
2314-7202,2314-7210,4
1479-6678,1744-8298,4
2666-8335,,2
0167-739X,1872-7115,2
1999-5903,,4
2314-7245,2314-7253,4
1756-8919,1756-8927,4
1746-0913,1746-0921,4
1479-6708,1748-6971,4
2197-411X,,4
1479-6694,1744-8301,4
2056-5623,,4
1746-0794,1746-0808,4
0016-3287,1873-6378,3
1989-9289,,4
1616-8658,1616-8666,3
1568-4539,1573-2908,3
0165-0114,1872-6801,1
1995-1272,,4
2160-1836,,4
2033-6403,2033-6772,4
0016-3813,,4
1665-9201,,4
